Time_seconds,dFF_CB,dFF_RP1,StimValue,StimLabel,CB_Peak,RP1_Peak
0,0.112615027099161,0.0860901252557023,36.333,18,0,0
0.418410041841004,0.0974931758057612,0.0806755944637794,35.917,18,0,0
0.836820083682008,0.0879296168350876,0.0780739625681977,36.25,18,0,0
1.25523012552301,0.0822265786618784,0.0776001010756746,36.25,18,0,0
1.67364016736402,0.0786862897608714,0.0785688814929276,35.917,18,0,0
2.09205020920502,0.0756109786068043,0.0802951753266742,35.917,18,0,0
2.51046025104603,0.0658460153861136,0.0805862389126385,36.083,18,0,0
2.92887029288703,0.056983367315457,0.0808747395874461,35.75,18,0,0
3.34728033472803,0.0488022560720281,0.0815449754888718,36.083,18,0,0
3.76569037656904,0.0404633107156102,0.083169999697992,36.25,18,0,0
4.18410041841004,0.0392909640443902,0.0861224040827036,35.417,18,0,0
4.60251046025105,0.0425088683741855,0.091037513538405,36.167,18,0,0
5.02092050209205,0.0462230933953441,0.0962013639120497,35.917,18,0,0
5.43933054393305,0.0486816201787942,0.100881031880675,35.75,18,1,0
5.85774058577406,0.0478301081529628,0.104095545882067,36,18,0,0
6.27615062761506,0.0425160152543699,0.105612096608174,36.083,18,0,1
6.69456066945607,0.0312312636571068,0.104338052691791,35.667,18,0,0
7.11297071129707,0.0234881786726934,0.103906929474503,35.75,18,0,0
7.53138075313807,0.0167745888628013,0.102729929842731,35.75,18,0,0
7.94979079497908,0.0117096034867819,0.101257433481373,36.25,18,0,0
8.36820083682009,0.00866787405888282,0.100300844209081,36.25,18,0,0
8.78661087866109,0.00157291638950972,0.0983778988949558,36.25,18,0,0
9.20502092050209,-0.000335042298767408,0.0967582775796255,35.667,18,0,0
9.6234309623431,0.00607812022240737,0.0969932341916176,35.75,18,0,0
10.0418410041841,0.0193550431443379,0.0987574868176318,36.083,18,0,0
10.4602510460251,0.0356891086454087,0.101802363807594,35.5,18,0,0
10.8786610878661,0.051804806819398,0.105016254398163,35.5,18,0,0
11.2970711297071,0.0662707811686423,0.108462677225307,34.75,18,0,0
11.7154811715481,0.0762185495294726,0.110523327063206,36.25,18,0,0
12.1338912133891,0.081399348807276,0.111873219296255,35.583,18,1,0
12.5523012552301,0.0809490953556558,0.112776818648684,36,18,0,1
12.9707112970711,0.0723506235308532,0.112231749786724,35.5,18,0,0
13.3891213389121,0.0674809288085487,0.111747913721051,35.833,18,0,0
13.8075313807531,0.0659929139113505,0.111222516933916,35.917,18,0,0
14.2259414225941,0.0653231737417766,0.110770821159505,35.5,18,0,0
14.6443514644351,0.0638627991884243,0.110411875061822,35.5,18,0,0
15.0627615062761,0.0620629047728157,0.109112340569609,36.25,18,0,0
15.4811715481172,0.0595115546539579,0.107078012521968,35.917,18,0,0
15.8995815899582,0.0556405288036923,0.10450228680943,35.75,18,0,0
16.3179916317992,0.0517324769476518,0.102100908323421,35.667,18,0,0
16.7364016736402,0.0477097305806995,0.100176508384044,35.667,18,0,0
17.1548117154812,0.0438771084480515,0.0985826547160197,36,18,0,0
17.5732217573222,0.0398764054705837,0.096183769873298,36,18,0,0
17.9916317991632,0.0367113708327553,0.0944061485485472,35.917,18,0,0
18.4100418410042,0.0332441867664061,0.0932140485213111,36.25,18,0,0
18.8284518828452,0.0305074482977035,0.0919757468253843,35.5,18,0,0
19.2468619246862,0.0293257159645545,0.0906132478401586,35.667,18,0,0
19.6652719665272,0.0294318858834391,0.0895534494429062,35.833,18,0,0
20.0836820083682,0.0303093161133129,0.0887027014746021,35.833,18,0,0
20.5020920502092,0.0312643287413336,0.0875083156076856,35.833,18,0,0
20.9205020920502,0.0325661803257754,0.0862564374094149,36,18,0,0
21.3389121338912,0.0345559406547179,0.0848683093126217,35.667,18,0,0
21.7573221757322,0.0351617894375827,0.0829820067012507,36,18,0,0
22.1757322175732,0.0362743778576219,0.0823592192901595,35.833,18,1,0
22.5941422594142,0.0357003886611215,0.0814050543932869,35.667,18,0,0
23.0125523012552,0.0343721022306962,0.0804166019012091,36.167,18,0,0
