group,time_ms,avg_calcium_proxy
B1,10775.0,2.7645695451425176
B1,10825.0,2.813759263015778
B1,10875.0,2.8603011698415344
B1,10925.0,2.9016413152124363
B1,10975.0,2.912386112412217
B1,11025.0,2.9239030818083713
B1,11075.0,2.9320960948736623
B1,11125.0,2.929040060409212
B1,11175.0,2.896420989803807
B1,11225.0,2.87908840486755
B1,11275.0,2.8748611222200346
B1,11325.0,2.915461590153106
B1,11375.0,2.9700710792333735
B1,11425.0,2.990637095747224
B1,11475.0,3.0141420334388753
B1,11525.0,3.0025887256176325
B1,11575.0,2.9754362711951656
B1,11625.0,2.914603043025081
B1,11675.0,2.835441969109234
B1,11725.0,2.7740634940443956
B1,11775.0,2.7470902108445765
B1,11825.0,2.7350815374016486
B1,11875.0,2.746703552493587
B1,11925.0,2.740120734115726
B1,11975.0,2.7433398668831654
B1,12025.0,2.75044396960336
B1,12075.0,2.7517297341713154
B1,12125.0,2.7867218006389805
B1,12175.0,2.8414504238517737
B1,12225.0,2.875655137028983
B1,12275.0,2.898560663530613
B1,12325.0,2.887804044559185
B1,12375.0,2.8735851998553366
B1,12425.0,2.86284176265755
B1,12475.0,2.829712134163624
B1,12525.0,2.80783991539389
B1,12575.0,2.80337635000029
B1,12625.0,2.79781295883794
B1,12675.0,2.800659922885083
B1,12725.0,2.8303619668659357
B1,12775.0,2.831430923837509
B1,12825.0,2.8459554201457946
B1,12875.0,2.9124031108042496
B1,12925.0,2.9806653461785815
B1,12975.0,2.9939001495611004
B1,13025.0,2.98748832332831
B1,13075.0,2.977369502391872
B1,13125.0,2.9015806293946937
B1,13175.0,2.84339302645303
B1,13225.0,2.7991666326605085
B1,13275.0,2.764092123561806
B1,13325.0,2.7390236728921358
B1,13375.0,2.7423351871890276
B1,13425.0,2.7522096642512417
B1,13475.0,2.752082545590185
B1,13525.0,2.768162214920153
B1,13575.0,2.815809489932568
B1,13625.0,2.8514161739923645
B1,13675.0,2.920233613110189
B1,13725.0,2.962364895554985
B1,13775.0,2.9873709293336383
B1,13825.0,3.0231951706930285
B1,13875.0,3.0043689980470885
B1,13925.0,2.966285935278387
B1,13975.0,2.8789078891791307
B1,14025.0,2.812454437727348
B1,14075.0,2.76446101936702
B1,14125.0,2.72717497771923
B1,14175.0,2.69191069406273
B1,14225.0,2.6693638441747116
B1,14275.0,2.6737259985263457
B1,14325.0,2.706253620756479
B1,14375.0,2.7275613530327094
B1,14425.0,2.816631975547666
B1,14475.0,2.891419387112341
B1,14525.0,2.9351449816903554
B1,14575.0,2.9535249817376177
B1,14625.0,2.961444196448823
B1,14675.0,2.9365165743338757
B1,14725.0,2.8778038151811343
B1,14775.0,2.853352191189778
B1,14825.0,2.819405679128426
B1,14875.0,2.8075638407996664
B1,14925.0,2.788227299946559
B1,14975.0,2.772632302186699
B1,15025.0,2.7930132120970605
B1,15075.0,2.824463633838029
B1,15125.0,2.8839394703855996
B1,15175.0,2.963176587451484
B1,15225.0,3.0030166775820257
B1,15275.0,3.0366430410197354
B1,15325.0,3.030604351391543
B1,15375.0,2.9965043957381488
B1,15425.0,2.9250569539586797
B1,15475.0,2.865585716873249
B1,15525.0,2.8282307353769705
B1,15575.0,2.8037048099711344
B1,15625.0,2.7913296127474014
B1,15675.0,2.785041738593006
B1,15725.0,2.7912536907264425
B1,15775.0,2.774146398756971
B1,15825.0,2.7458044744351175
B1,15875.0,2.7095456837789924
B1,15925.0,2.641468285294139
B1,15975.0,2.6419474783500547
B1,16025.0,2.6829357075441775
B1,16075.0,2.7419976852847396
B1,16125.0,2.7789546432312564
B1,16175.0,2.8449918132203296
B1,16225.0,2.916911045280889
B1,16275.0,2.9403353505328065
B1,16325.0,2.9314087009794614
B1,16375.0,2.929695943634818
B1,16425.0,2.9050899308634626
B1,16475.0,2.860192440620993
B1,16525.0,2.8690810473624913
B1,16575.0,2.8802008563272503
B1,16625.0,2.9164021448091906
B1,16675.0,2.9330848305631094
B1,16725.0,2.950229682659608
B1,16775.0,2.9664394038788116
B1,16825.0,2.9696153837581343
B1,16875.0,2.9617930377507626
B1,16925.0,2.9395177616957247
B1,16975.0,2.9103365467925495
B1,17025.0,2.892198913879593
B1,17075.0,2.8899089414643924
B1,17125.0,2.8620630406747187
B1,17175.0,2.8316698140536
B1,17225.0,2.7975276946948524
B1,17275.0,2.799015486229761
B1,17325.0,2.7477170377081963
B1,17375.0,2.71000070427385
B1,17425.0,2.687843141733187
B1,17475.0,2.668236719116595
B1,17525.0,2.6564507981428713
B1,17575.0,2.6669297945656334
B1,17625.0,2.71603639322864
B1,17675.0,2.769247031805681
B1,17725.0,2.8411988050180548
B1,17775.0,2.8984514397749725
B1,17825.0,2.93097531127722
B1,17875.0,2.9171264016797274
B1,17925.0,2.889156587863372
B1,17975.0,2.855940491054265
B1,18025.0,2.829926636432754
B1,18075.0,2.829644983920661
B1,18125.0,2.8577602583145465
B1,18175.0,2.935721421513488
B1,18225.0,3.0027117354625465
B1,18275.0,3.016078498177138
B1,18325.0,3.021969207648637
B1,18375.0,3.0194427542526254
B1,18425.0,2.971098432182384
B1,18475.0,2.914550849502132
B1,18525.0,2.8786132334962233
B1,18575.0,2.8648842646051174
B1,18625.0,2.842447377407763
B1,18675.0,2.800949631752736
B1,18725.0,2.771166046983055
B1,18775.0,2.7551606231457546
B1,18825.0,2.731923128580047
B1,18875.0,2.6991369212757146
B1,18925.0,2.693795830594895
B1,18975.0,2.7130593474502787
B1,19025.0,2.7529007862606805
B1,19075.0,2.7770667988880398
B1,19125.0,2.8188532941381435
B1,19175.0,2.892165117523612
B1,19225.0,2.908806571826834
B1,19275.0,2.9204961266359053
B1,19325.0,2.919379437736109
B1,19375.0,2.8912865085550394
B1,19425.0,2.8282280305672187
B1,19475.0,2.792906839375544
B1,19525.0,2.7784258379263167
B1,19575.0,2.8106786234778363
B1,19625.0,2.841187544635812
B1,19675.0,2.8795157212298896
B1,19725.0,2.9265811823901875
B1,19775.0,2.949474294332488
B1,19825.0,2.979239503576898
B1,19875.0,2.96414653230208
B1,19925.0,2.955265992455222
B1,19975.0,2.919845096151465
B2,25.0,0.1360476421508628
B2,75.0,0.7737956333284104
B2,125.0,1.4797908492941685
B2,175.0,2.1467327310772655
B2,225.0,2.8100679188136692
B2,275.0,3.452872742675971
B2,325.0,4.076256674431465
B2,375.0,4.696585851367913
B2,425.0,5.259966688302785
B2,475.0,5.599191906645419
B2,525.0,5.655197751827582
B2,575.0,5.574832302528677
B2,625.0,5.40961304629517
B2,675.0,5.186649971983802
B2,725.0,4.960419318658398
B2,775.0,4.7527211343263875
B2,825.0,4.526514804017356
B2,875.0,4.311631806172292
B2,925.0,4.103856310840736
B2,975.0,3.897398358236585
B2,1025.0,3.6984935919892306
B2,1075.0,3.498625034033206
B2,1125.0,3.3095574790979665
B2,1175.0,3.1307072352439267
B2,1225.0,2.964225086841679
B2,1275.0,2.8517886102860555
B2,1325.0,2.827417237033303
B2,1375.0,2.9521232587991135
B2,1425.0,3.268305208687645
B2,1475.0,3.7070520712833224
B2,1525.0,4.225701263106516
B2,1575.0,4.799212331310648
B2,1625.0,5.296681668671756
B2,1675.0,5.700595144407722
B2,1725.0,5.969157723313052
B2,1775.0,6.042110507542282
B2,1825.0,5.994894753193118
B2,1875.0,5.861934742551276
B2,1925.0,5.653270007340542
B2,1975.0,5.408129803823836
B2,2025.0,5.177138084860061
B2,2075.0,4.9559263477794655
B2,2125.0,4.748470965979937
B2,2175.0,4.5531275609535955
B2,2225.0,4.325093684676189
B2,2275.0,4.097670169266413
B2,2325.0,3.8762298970743525
B2,2375.0,3.6748651746602765
B2,2425.0,3.51411457495432
B2,2475.0,3.4134067554975736
B2,2525.0,3.3649920837441125
B2,2575.0,3.428212075838121
B2,2625.0,3.6402808678611156
B2,2675.0,3.897650948777962
B2,2725.0,4.205082034978336
B2,2775.0,4.517522848307996
B2,2825.0,4.862632971092486
B2,2875.0,5.2287361811099435
B2,2925.0,5.5011748026908664
B2,2975.0,5.663387053636864
B2,3025.0,5.742052114097067
B2,3075.0,5.758803496105855
B2,3125.0,5.716987047728678
B2,3175.0,5.613460961286455
B2,3225.0,5.438946369717551
B2,3275.0,5.246833306482895
B2,3325.0,5.042577691150674
B2,3375.0,4.822330824872129
B2,3425.0,4.607679371880777
B2,3475.0,4.402825841883834
B2,3525.0,4.224359327408255
B2,3575.0,4.076259726696829
B2,3625.0,3.9370644848251346
B2,3675.0,3.82160902747643
B2,3725.0,3.76735248787836
B2,3775.0,3.8277492430564233
B2,3825.0,3.970475012954265
B2,3875.0,4.164952338776975
B2,3925.0,4.3345043624252195
B2,3975.0,4.519220104257469
B2,4025.0,4.702963486925708
B2,4075.0,4.924529101026878
B2,4125.0,5.076458614864358
B2,4175.0,5.160713244754485
B2,4225.0,5.2422166652234585
B2,4275.0,5.322919508614731
B2,4325.0,5.356915172646745
B2,4375.0,5.363846315587124
B2,4425.0,5.326254985515084
B2,4475.0,5.244745244992627
B2,4525.0,5.1270963348207905
B2,4575.0,4.945528968755282
B2,4625.0,4.762060888667498
B2,4675.0,4.5975172986922015
B2,4725.0,4.448172576045276
B2,4775.0,4.319512210202403
B2,4825.0,4.221230140687628
B2,4875.0,4.157090574809205
B2,4925.0,4.150475810890251
B2,4975.0,4.208187933470318
B2,5025.0,4.296117439511415
B2,5075.0,4.42974994305224
B2,5125.0,4.54444816421675
B2,5175.0,4.640334343917841
B2,5225.0,4.749058338795154
B2,5275.0,4.858213675584839
B2,5325.0,4.912817400822972
B2,5375.0,4.941044889922263
B2,5425.0,4.964143039468845
B2,5475.0,4.951755797768299
B2,5525.0,4.985987835080042
B2,5575.0,4.993142577562579
B2,5625.0,4.987296985285284
B2,5675.0,4.990777069545094
B2,5725.0,4.9273967337717055
B2,5775.0,4.852124883040373
B2,5825.0,4.770109029947874
B2,5875.0,4.677208735150551
B2,5925.0,4.570408288608435
B2,5975.0,4.499111661083871
B2,6025.0,4.419955230262241
B2,6075.0,4.385620454318138
B2,6125.0,4.394586124980092
B2,6175.0,4.4706406182320055
B2,6225.0,4.541684108513968
B2,6275.0,4.636818681490622
B2,6325.0,4.750237553445589
B2,6375.0,4.838606676309755
B2,6425.0,4.887963129863738
B2,6475.0,4.9310484234044285
B2,6525.0,4.932162343245979
B2,6575.0,4.90798868891522
B2,6625.0,4.881517480652605
B2,6675.0,4.824942568852584
B2,6725.0,4.790345528347147
B2,6775.0,4.767528885673352
B2,6825.0,4.716213000321992
B2,6875.0,4.691095674495841
B2,6925.0,4.680850368735805
B2,6975.0,4.6513372139633065
B2,7025.0,4.611706254835299
B2,7075.0,4.577820884836658
B2,7125.0,4.5754989643944555
B2,7175.0,4.579609366104225
B2,7225.0,4.53299724591808
B2,7275.0,4.525673389660429
B2,7325.0,4.571868550619372
B2,7375.0,4.631785202517116
B2,7425.0,4.674938379488905
B2,7475.0,4.732872975193705
B2,7525.0,4.837225393366058
B2,7575.0,4.939532186181359
B2,7625.0,4.9966751023781475
B2,7675.0,5.025567590222071
B2,7725.0,4.99982988452975
B2,7775.0,4.988141478964854
B2,7825.0,4.9428774882583815
B2,7875.0,4.856835021128063
B2,7925.0,4.7619328063334665
B2,7975.0,4.683869752831369
B2,8025.0,4.626252841990019
B2,8075.0,4.578056726192974
B2,8125.0,4.503635376909241
B2,8175.0,4.461169432193766
B2,8225.0,4.466949444553577
B2,8275.0,4.4931435196920555
B2,8325.0,4.501704453371961
B2,8375.0,4.487278305584439
B2,8425.0,4.523184624694248
B2,8475.0,4.586867701196783
B2,8525.0,4.649784739473756
B2,8575.0,4.7128560505614425
B2,8625.0,4.7346113947115445
B2,8675.0,4.774965731409579
B2,8725.0,4.875272005836831
B2,8775.0,4.955714225238787
B2,8825.0,4.997587261621976
B2,8875.0,5.050734489402584
B2,8925.0,5.050592940853196
B2,8975.0,5.007272860176299
B2,9025.0,4.984352364441412
B2,9075.0,4.912245369712061
B2,9125.0,4.818835504402791
B2,9175.0,4.754815976365571
B2,9225.0,4.661820595926267
B2,9275.0,4.565742842104926
B2,9325.0,4.51179666490373
B2,9375.0,4.447250799085739
B2,9425.0,4.417741755556685
B2,9475.0,4.4222665250419615
B2,9525.0,4.4256479115291665
B2,9575.0,4.443259490096875
B2,9625.0,4.502255310382915
B2,9675.0,4.542729115315438
B2,9725.0,4.608029310504566
B2,9775.0,4.67877385452255
B2,9825.0,4.740238379936144
B2,9875.0,4.797461310595225
B2,9925.0,4.875896823930547
B2,9975.0,4.926660964776526
B2,10025.0,4.989080805251876
B2,10075.0,5.050817078932761
B2,10125.0,5.055183209879073
B2,10175.0,5.019702409139329
B2,10225.0,4.960936718645234
B2,10275.0,4.915276856303521
B2,10325.0,4.8513813322724095
B2,10375.0,4.754921105141003
B2,10425.0,4.677213997123251
B2,10475.0,4.6127250674494205
B2,10525.0,4.566144354095412
B2,10575.0,4.532000709949267
B2,10625.0,4.515020944140818
B2,10675.0,4.470128089980402
B2,10725.0,4.460992308562623
B2,10775.0,4.449640344716386
B2,10825.0,4.466831855421227
B2,10875.0,4.497504531560074
B2,10925.0,4.5733520467384885
B2,10975.0,4.627043688361166
B2,11025.0,4.68681486956622
B2,11075.0,4.747840925079542
B2,11125.0,4.816385669203346
B2,11175.0,4.874010236252412
B2,11225.0,4.946537273902217
B2,11275.0,5.015128892967307
B2,11325.0,5.017865662530515
B2,11375.0,5.002454928489562
B2,11425.0,4.994183238550103
B2,11475.0,4.9539221466973515
B2,11525.0,4.882514813900234
B2,11575.0,4.774430834817244
B2,11625.0,4.659588892664359
B2,11675.0,4.605027150275267
B2,11725.0,4.571447109670581
B2,11775.0,4.563130749182303
B2,11825.0,4.5714853381349485
B2,11875.0,4.550554129817018
B2,11925.0,4.528949983877259
B2,11975.0,4.52652866128852
B2,12025.0,4.541348907394037
B2,12075.0,4.531933165882009
B2,12125.0,4.544631587681973
B2,12175.0,4.578245786975826
B2,12225.0,4.639764540211369
B2,12275.0,4.7069516392911535
B2,12325.0,4.765105974455305
B2,12375.0,4.8165179388326065
B2,12425.0,4.881363128189649
B2,12475.0,4.9354941112637105
B2,12525.0,4.965092682157596
B2,12575.0,4.989495677863986
B2,12625.0,4.99366059868525
B2,12675.0,4.954364997655106
B2,12725.0,4.883841360095719
B2,12775.0,4.811731453631439
B2,12825.0,4.740819702942958
B2,12875.0,4.669232149665813
B2,12925.0,4.606040480683597
B2,12975.0,4.585911882761997
B2,13025.0,4.571379560707601
B2,13075.0,4.568449444360357
B2,13125.0,4.538654687310756
B2,13175.0,4.523974747130595
B2,13225.0,4.528111603142739
B2,13275.0,4.550030855514145
B2,13325.0,4.571652654367897
B2,13375.0,4.6083009311274
B2,13425.0,4.663691506331072
B2,13475.0,4.6935549317930585
B2,13525.0,4.702876130514893
B2,13575.0,4.74773906434264
B2,13625.0,4.8154164440383935
B2,13675.0,4.878536733407272
B2,13725.0,4.9526749117695035
B2,13775.0,4.969657398448335
B2,13825.0,4.977614551641934
B2,13875.0,4.932895564373706
B2,13925.0,4.892388823320855
B2,13975.0,4.863978518767781
B2,14025.0,4.7758470083694
B2,14075.0,4.6717478247058954
B2,14125.0,4.648951814605854
B2,14175.0,4.644512939863701
B2,14225.0,4.658337428698622
B2,14275.0,4.62456278218274
B2,14325.0,4.567375984085442
B2,14375.0,4.551118541246985
B2,14425.0,4.526746807312455
B2,14475.0,4.489264098602908
B2,14525.0,4.524966386205623
B2,14575.0,4.573149507027838
B2,14625.0,4.6133274535010775
B2,14675.0,4.640516686614617
B2,14725.0,4.680635619891861
B2,14775.0,4.731198984406678
B2,14825.0,4.810577398292039
B2,14875.0,4.824408135519979
B2,14925.0,4.876251328571724
B2,14975.0,4.929793545329176
B2,15025.0,4.9705430421546515
B2,15075.0,4.966758967417899
B2,15125.0,4.946966320028541
B2,15175.0,4.90030903799882
B2,15225.0,4.825534455942721
B2,15275.0,4.755699594065221
B2,15325.0,4.712172761096889
B2,15375.0,4.670087793960978
B2,15425.0,4.613143128848189
B2,15475.0,4.5808922983626825
B2,15525.0,4.592735715125091
B2,15575.0,4.625570129767025
B2,15625.0,4.605257799295791
B2,15675.0,4.587835139412002
B2,15725.0,4.580362880214169
B2,15775.0,4.561580505980732
B2,15825.0,4.580765923755643
B2,15875.0,4.558363902672174
B2,15925.0,4.568685865534831
B2,15975.0,4.624404725844363
B2,16025.0,4.711361149615203
B2,16075.0,4.756673780131852
B2,16125.0,4.8283859061175844
B2,16175.0,4.8854254453078205
B2,16225.0,4.917753026317421
B2,16275.0,4.963667155328911
B2,16325.0,4.956653768561283
B2,16375.0,4.944605361765875
B2,16425.0,4.9269120937316435
B2,16475.0,4.889455210958533
B2,16525.0,4.814367104450599
B2,16575.0,4.705500266733944
B2,16625.0,4.616020738631886
B2,16675.0,4.571008872507083
B2,16725.0,4.5833894172954315
B2,16775.0,4.5671657643180605
B2,16825.0,4.5572105072541
B2,16875.0,4.5883423750397805
B2,16925.0,4.644812125703017
B2,16975.0,4.686514487692379
B2,17025.0,4.689024957092074
B2,17075.0,4.637341395881175
B2,17125.0,4.59294756998191
B2,17175.0,4.612227156221085
B2,17225.0,4.608836561168627
B2,17275.0,4.611034155515954
B2,17325.0,4.665387835589831
B2,17375.0,4.722223379253363
B2,17425.0,4.815638984348541
B2,17475.0,4.894993258218049
B2,17525.0,4.921413337423813
B2,17575.0,4.93380406261625
B2,17625.0,4.98065878551409
B2,17675.0,4.975424654916258
B2,17725.0,4.895687389311012
B2,17775.0,4.796830421371649
B2,17825.0,4.705112553852916
B2,17875.0,4.638182351202357
B2,17925.0,4.590174531171602
B2,17975.0,4.559177630166458
B2,18025.0,4.5406581817295315
B2,18075.0,4.575391408441939
B2,18125.0,4.622647560630507
B2,18175.0,4.661950143569213
B2,18225.0,4.697323816083716
B2,18275.0,4.709160899024855
B2,18325.0,4.718552717259668
B2,18375.0,4.7292413701292615
B2,18425.0,4.683485736353266
B2,18475.0,4.655519383291036
B2,18525.0,4.647104756914186
B2,18575.0,4.63464601749011
B2,18625.0,4.673313193955642
B2,18675.0,4.748643700257651
B2,18725.0,4.789281245105182
B2,18775.0,4.859270538133982
B2,18825.0,4.8930466045646295
B2,18875.0,4.88894014926151
B2,18925.0,4.855317297931102
B2,18975.0,4.824404562752481
B2,19025.0,4.778038350312655
B2,19075.0,4.7215737757613905
B2,19125.0,4.659151403669683
B2,19175.0,4.61271001350679
B2,19225.0,4.584990197816611
B2,19275.0,4.6119339220344235
B2,19325.0,4.65903780552317
B2,19375.0,4.66754980576326
B2,19425.0,4.692710416414749
B2,19475.0,4.71200342304738
B2,19525.0,4.729354661058819
B2,19575.0,4.757482148844115
B2,19625.0,4.75074799463678
B2,19675.0,4.718251820539149
B2,19725.0,4.712746388165559
B2,19775.0,4.7048367479710445
B2,19825.0,4.709073606978773
B2,19875.0,4.734719477907341
B2,19925.0,4.758089637629606
B2,19975.0,4.790109430363426
P,25.0,0.16217599726592916
P,75.0,0.7095924236871552
P,125.0,1.2970786873416822
P,175.0,1.8694503169153571
P,225.0,2.420246987178743
P,275.0,2.9558325690216014
P,325.0,3.4895041544534484
P,375.0,3.937158409045688
P,425.0,4.138148988595997
P,475.0,4.185854138011949
P,525.0,4.096874201155372
P,575.0,3.9721587880266847
P,625.0,3.8302724983595193
P,675.0,3.6825391527019873
P,725.0,3.524076780434825
P,775.0,3.366900670840828
P,825.0,3.207822544423822
P,875.0,3.0344701104703082
P,925.0,2.870485734113946
P,975.0,2.7153631605468758
P,1025.0,2.568623493239919
P,1075.0,2.4298137154866737
P,1125.0,2.2985052918441484
P,1175.0,2.1742928451522805
P,1225.0,2.0599116742262225
P,1275.0,1.9652263889629018
P,1325.0,1.8766975365279888
P,1375.0,1.7929528302957338
P,1425.0,1.7126941427384526
P,1475.0,1.6378122670076762
P,1525.0,1.5752937654191586
P,1575.0,1.5431831297372918
P,1625.0,1.5481538205475793
P,1675.0,1.6141916864243329
P,1725.0,1.7691843165765084
P,1775.0,2.024957983916406
P,1825.0,2.3116118646543273
P,1875.0,2.6056457914106357
P,1925.0,2.891067096688049
P,1975.0,3.0695801871493464
P,2025.0,3.1396853114189742
P,2075.0,3.168576687402422
P,2125.0,3.127293836163509
P,2175.0,3.028985317744962
P,2225.0,2.8996038034605154
P,2275.0,2.7772141349216466
P,2325.0,2.6500029820842435
P,2375.0,2.531745566959283
P,2425.0,2.412601717270943
P,2475.0,2.2988568747701903
P,2525.0,2.1922984536933576
P,2575.0,2.0914985062839735
P,2625.0,1.9899083032103813
P,2675.0,1.8823726016780549
P,2725.0,1.7806481865680193
P,2775.0,1.6906585512320607
P,2825.0,1.6169674905692433
P,2875.0,1.558694220948169
P,2925.0,1.5389161204521211
P,2975.0,1.5337215054497213
