 ,Mean(RP1column),Mean(CBpeduncle),Mean(stimu)
986,34.204,31.853,64.500
987,33.982,31.009,64.500
988,33.905,30.283,64.500
989,34.294,32.260,64.500
990,34.166,31.749,65.000
991,34.137,30.981,65.000
992,34.025,30.161,65.000
993,34.183,32.256,65.000
994,33.975,31.569,65.000
995,33.936,30.701,65.000
996,34.044,29.966,65.000
997,33.852,29.416,65.000
998,34.052,31.989,65.000
999,34.057,31.668,65.000
1000,34.013,31.920,64.500
1001,34.078,32.372,65.000
1002,34.138,32.818,63.833
1003,34.163,32.433,58.917
1004,34.202,33.067,55.083
1005,34.089,31.923,48.917
1006,34.221,32.833,47.583
1007,34.207,32.163,42.667
1008,34.019,31.136,37.833
1009,33.980,30.347,36.833
1010,34.015,32.181,36.500
1011,34.055,31.400,35.083
1012,33.886,30.580,35.250
1013,33.740,29.604,34.917
1014,33.991,31.894,34.917
1015,33.954,31.258,35.000
1016,33.941,30.321,35.000
1017,33.711,29.574,35.000
1018,33.723,29.056,35.000
1019,33.606,28.565,35.333
1020,33.508,27.935,35.000
1021,33.509,27.651,34.833
1022,33.406,27.325,35.167
1023,33.431,27.235,35.167
1024,33.547,27.064,35.167
1025,33.340,26.888,35.333
1026,33.632,26.905,35.333
1027,33.883,26.850,35.333
1028,34.267,26.951,35.000
1029,34.722,27.062,35.333
1030,34.918,27.102,35.333
1031,35.049,27.108,35.333
1032,35.244,27.137,35.333
1033,35.179,26.962,35.333
1034,35.261,27.093,35.333
1035,35.347,27.070,35.500
1036,35.340,26.906,35.583
1037,35.379,27.122,35.583
1038,35.483,27.083,35.583
1039,35.482,27.092,35.583
1040,35.375,27.015,35.583
1041,35.485,27.034,35.750
1042,35.522,27.124,35.750
1043,35.572,27.069,35.750
1044,35.599,27.029,35.583
1045,35.635,26.974,35.583
1046,35.712,27.055,35.583
1047,35.694,27.049,35.583
1048,35.637,27.024,35.833
1049,35.798,27.001,35.583
1050,35.751,26.972,35.583
1051,35.761,26.993,35.583
1052,35.688,27.018,35.583
1053,35.734,26.947,35.750
1054,35.731,27.084,35.583
1055,35.782,26.888,35.583
1056,35.739,26.951,35.417
1057,35.759,27.061,35.583
1058,35.658,26.988,35.583
1059,35.669,27.016,35.583
1060,35.786,27.036,35.667
1061,35.816,27.054,35.583
1062,35.727,27.102,35.583
1063,35.712,27.001,35.500
1064,35.699,27.133,35.333
1065,35.699,27.089,35.667
1066,35.694,27.147,35.583
1067,35.734,27.086,35.583
1068,35.650,27.072,35.667
1069,35.649,27.055,35.667
1070,35.585,27.136,35.667
1071,35.515,27.062,35.667
1072,35.610,27.172,35.667
1073,35.477,27.129,35.167
1074,35.499,27.277,35.667
1075,35.405,27.128,35.583
1076,35.498,27.214,35.583
1077,35.456,27.223,35.583
1078,35.413,27.273,35.583
1079,35.339,27.210,35.417
1080,35.367,27.246,35.917
1081,35.297,27.097,35.583
1082,35.281,27.204,35.333
1083,35.320,27.278,35.333
1084,35.293,27.214,35.333
1085,35.263,27.393,35.667
1086,35.098,27.281,35.667
1087,35.276,27.289,35.667
1088,35.278,27.360,36.000
1089,35.239,27.385,36.000
1090,35.190,27.404,36.000
1091,35.184,27.411,35.500
1092,35.206,27.332,35.667
1093,35.177,27.322,35.167
1094,35.059,27.375,35.167
1095,35.118,27.482,35.667
1096,35.384,27.783,35.500
1097,35.413,27.844,35.917
1098,35.343,27.808,36.000
1099,35.409,27.820,35.667
1100,35.338,27.798,35.667
1101,35.369,27.766,35.667
1102,35.144,27.649,35.667
1103,35.228,27.735,35.667
1104,35.166,27.624,36.000
1105,35.181,27.573,35.417
1106,35.223,27.533,35.417
1107,35.243,27.605,35.417
1108,35.201,27.579,35.417
1109,35.077,27.498,35.417
1110,35.177,27.527,35.417
1111,35.062,27.603,35.750
1112,35.138,27.471,36.250
1113,35.008,27.521,37.250
1114,35.078,27.372,41.667
1115,35.077,27.489,47.167
1116,35.005,27.418,51.250
1117,34.936,27.403,53.917
1118,35.026,27.424,59.083
1119,34.992,27.415,63.083
1120,34.977,27.335,63.917
1121,34.935,27.302,63.917
1122,34.909,27.422,63.917
1123,34.895,27.390,63.917
1124,34.889,27.395,64.250
1125,34.790,27.354,64.417
1126,34.845,27.331,64.833
1127,34.817,27.291,64.667
1128,34.714,27.228,64.583
1129,34.876,27.358,64.583
1130,34.772,27.400,64.583
1131,34.811,27.342,64.583
1132,34.774,27.289,64.583
1133,34.720,27.419,64.583
1134,34.735,27.381,64.583
1135,34.712,27.518,64.583
1136,34.630,27.405,64.583
1137,34.508,27.428,64.583
1138,34.334,27.421,64.583
1139,34.264,27.328,64.583
1140,34.027,27.228,64.583
1141,33.922,27.217,64.583
1142,34.151,27.356,64.583
1143,34.032,27.242,64.583
1144,33.767,27.193,64.583
1145,33.635,27.182,64.583
1146,33.415,27.132,64.583
1147,33.381,27.112,64.667
1148,33.212,27.002,64.583
1149,33.136,27.113,64.583
1150,32.970,27.044,64.583
1151,33.004,26.999,64.917
1152,32.954,27.138,64.917
1153,33.028,27.058,64.917
1154,32.909,27.140,64.917
1155,32.847,27.047,64.917
1156,32.957,27.081,64.917
1157,32.897,27.107,64.917
1158,32.868,27.227,64.917
1159,32.765,27.117,64.917
1160,32.770,27.131,64.917
1161,32.699,27.188,64.917
1162,32.702,27.270,64.917
1163,32.695,27.109,64.917
1164,32.732,27.180,64.917
1165,32.754,27.241,64.917
1166,32.694,27.122,64.917
1167,32.583,27.110,64.917
1168,32.696,27.073,64.917
1169,32.637,27.118,64.917
1170,32.612,27.086,64.833
1171,32.635,27.003,64.250
1172,32.645,27.069,64.417
1173,32.604,27.048,64.750
1174,32.649,27.046,64.667
1175,32.741,27.054,64.667
1176,32.694,27.137,64.333
1177,32.652,27.103,64.333
1178,32.672,27.029,64.333
1179,32.890,27.131,64.333
1180,32.937,27.205,64.333
1181,32.829,27.090,64.333
1182,32.776,27.007,64.333
1183,32.798,27.070,64.500
1184,32.771,26.914,64.500
1185,32.681,27.062,64.500
1186,32.647,26.914,64.500
1187,32.684,27.011,64.500
1188,32.738,26.914,64.500
1189,32.713,27.013,64.500
1190,32.618,26.865,64.500
1191,32.629,26.927,64.500
1192,32.752,26.872,64.500
1193,32.718,26.885,64.500
1194,32.679,26.878,64.500
1195,33.143,32.987,64.500
1196,33.159,32.366,64.500
1197,33.105,31.506,64.333
1198,33.270,30.917,64.333
1199,33.163,30.346,64.333
1200,33.620,33.234,64.333
1201,33.518,32.184,64.333
1202,33.654,31.393,64.333
1203,33.715,33.316,64.333
1204,33.927,33.014,64.333
1205,34.050,33.941,64.333
1206,34.071,33.374,64.333
1207,34.133,33.395,64.333
1208,34.152,33.540,64.333
1209,33.963,32.596,64.333
1210,34.180,31.631,64.667
1211,34.268,33.228,64.667
1212,34.269,32.632,64.667
1213,33.919,31.593,64.000
1214,34.059,31.181,64.333
1215,34.313,32.678,64.333
1216,34.251,32.295,64.333
1217,34.027,31.742,64.667
1218,34.147,32.702,64.000
1219,34.010,32.329,64.000
1220,33.995,31.822,64.333
1221,34.361,32.863,64.333
1222,34.234,32.454,64.000
1223,34.148,31.916,64.000
1224,34.201,32.770,64.000
1225,34.069,32.161,64.000
1226,34.095,32.379,64.333
1227,34.144,32.560,64.000
1228,33.974,31.998,64.333
1229,34.001,31.882,64.000
1230,34.146,32.328,64.333
1231,34.071,31.852,64.333
1232,33.868,31.451,64.333
1233,34.129,32.402,64.333
1234,33.996,31.873,64.333
1235,33.896,31.311,64.333
1236,33.848,30.852,64.333
1237,34.060,32.173,64.333
1238,33.950,31.655,64.667
1239,33.938,31.069,64.500
1240,33.702,30.526,64.000
1241,33.737,30.281,64.500
1242,33.959,31.952,64.583
1243,33.941,31.508,64.417
1244,34.003,30.964,64.417
1245,33.888,30.417,64.417
1246,33.756,29.855,64.417
1247,33.560,29.450,64.417
1248,33.905,31.018,64.417
1249,33.985,31.343,64.417
1250,33.854,30.723,64.417
1251,33.593,30.116,64.417
1252,33.550,29.594,64.417
1253,33.442,29.183,64.417
1254,33.548,28.829,64.417
1255,33.419,28.550,63.917
1256,33.304,28.320,61.083
1257,33.216,28.108,56.583
1258,33.168,27.917,51.417
1259,33.008,27.741,48.083
1260,33.091,27.609,44.167
1261,33.060,27.608,39.500
1262,33.047,27.395,36.000
1263,32.868,27.287,35.833
1264,32.888,27.145,35.833
1265,32.899,27.118,35.333
1266,32.879,27.001,35.167
1267,33.153,29.791,35.167
1268,33.278,30.859,35.833
1269,33.151,30.216,35.500
1270,33.034,29.516,36.167
1271,33.400,31.895,36.250
1272,33.369,31.314,36.167
1273,33.237,30.360,35.917
1274,33.056,29.669,35.917
1275,33.038,28.990,35.333
1276,32.942,28.496,35.667
1277,32.977,27.979,35.333
1278,32.836,27.633,34.917
1279,32.912,27.328,35.250
1280,32.895,27.018,35.417
1281,33.014,27.073,35.083
1282,33.348,27.001,35.333
1283,33.639,27.046,35.333
1284,34.310,31.547,35.167
1285,34.670,33.097,35.167
1286,34.656,32.880,35.167
1287,35.347,34.477,35.500
1288,35.686,34.778,35.000
1289,35.841,34.551,35.833
1290,36.032,34.027,35.833
1291,35.984,33.743,36.167
1292,36.073,33.263,35.000
1293,36.049,32.812,36.167
1294,36.219,32.259,36.167
1295,36.235,32.000,36.167
1296,36.277,31.670,36.167
1297,36.271,31.313,35.750
1298,36.353,30.941,35.917
1299,36.383,30.823,35.917
1300,36.472,30.423,36.250
1301,36.484,30.293,35.500
1302,36.574,30.108,36.083
1303,36.633,29.891,35.000
1304,36.595,29.671,35.250
1305,36.586,29.513,36.083
1306,36.643,29.406,35.917
1307,36.691,29.396,35.583
1308,36.692,29.165,35.917
1309,36.538,28.986,35.167
1310,36.635,28.921,35.583
1311,36.647,28.758,35.250
1312,36.602,28.646,35.750
1313,36.654,28.647,36.250
1314,36.651,28.626,36.250
1315,36.643,28.559,35.917
1316,36.619,28.398,36.250
1317,36.618,28.359,35.917
1318,36.558,28.285,35.917
1319,36.548,28.361,35.917
1320,36.474,28.202,35.833
1321,36.408,28.052,35.833
1322,36.460,28.098,35.917
1323,36.323,27.994,36.167
1324,36.301,28.016,36.000
1325,36.595,28.253,36.083
1326,36.593,28.197,36.167
1327,36.551,28.048,35.917
1328,36.430,27.990,35.833
1329,36.459,27.855,36.083
1330,36.428,27.869,35.917
1331,36.350,27.829,36.000
1332,36.278,27.619,35.917
1333,36.258,27.746,36.083
1334,36.098,27.569,35.500
1335,35.989,27.512,35.417
1336,36.053,27.598,35.417
1337,35.986,27.517,35.417
1338,36.049,27.457,35.417
1339,35.873,27.385,35.417
1340,35.870,27.456,35.417
1341,35.803,27.413,35.417
1342,35.866,27.431,35.417
1343,35.742,27.319,35.417
1344,35.719,27.288,35.417
1345,35.608,27.289,35.417
1346,35.671,27.353,35.417
1347,35.573,27.222,35.417
1348,35.553,27.223,36.083
1349,35.545,27.322,35.583
1350,35.515,27.277,36.250
1351,35.439,27.149,36.250
1352,35.349,27.199,35.750
1353,35.357,27.070,35.833
1354,35.421,27.246,36.000
1355,35.316,27.104,35.667
1356,35.359,27.134,35.750
1357,35.272,27.182,35.750
1358,35.266,27.151,36.583
1359,35.373,27.197,36.083
1360,35.408,27.235,36.417
1361,35.330,27.203,35.583
1362,35.482,27.208,35.750
1363,35.640,27.298,36.083
1364,35.638,27.280,36.083
1365,35.652,27.217,36.083
1366,35.792,27.676,36.083
1367,35.715,27.582,36.083
1368,35.760,27.604,35.833
1369,35.740,27.547,35.667
1370,35.615,27.368,35.667
1371,35.595,27.405,36.083
1372,35.502,27.301,35.917
1373,35.492,27.297,35.667
1374,35.338,27.242,36.083
1375,35.303,27.145,35.750
1376,35.330,27.184,35.667
1377,35.310,27.084,36.083
1378,35.069,26.983,35.667
1379,35.157,27.062,36.000
1380,35.114,27.047,36.250
1381,34.966,27.102,35.583
1382,35.088,27.059,35.583
1383,35.072,27.109,35.583
1384,35.102,26.980,35.750
1385,34.958,26.948,35.583
1386,35.052,27.098,36.000
1387,35.071,26.992,36.000
1388,35.029,27.033,35.583
1389,35.004,26.980,36.250
1390,34.987,27.013,35.917
1391,35.030,27.016,35.917
1392,35.002,26.930,35.833
1393,34.908,26.921,35.917
1394,35.007,27.020,36.000
1395,34.926,27.209,35.917
1396,34.972,27.062,35.917
1397,34.833,26.979,36.250
1398,34.873,27.059,36.250
1399,34.831,27.052,35.917
1400,34.914,27.042,35.917
1401,34.754,27.059,35.917
1402,34.812,27.093,35.917
1403,34.781,26.975,36.250
1404,34.733,27.098,34.667
1405,34.808,27.348,35.083
1406,34.860,27.259,35.417
1407,34.840,27.345,35.083
1408,34.842,27.701,35.333
1409,35.051,27.793,35.333
1410,35.109,27.810,35.333
1411,35.118,27.836,35.333
1412,35.039,27.665,35.667
1413,34.989,27.690,36.000
1414,34.940,27.634,35.500
1415,34.892,27.674,35.167
1416,34.784,27.508,35.167
1417,34.890,27.529,35.167
1418,34.865,27.520,35.333
1419,34.803,27.592,35.167
1420,34.708,27.399,34.833
1421,34.702,27.473,35.833
1422,34.674,27.391,35.500
1423,34.685,27.538,35.917
1424,34.612,27.362,36.083
1425,34.580,27.381,35.250
1426,34.609,27.395,35.167
1427,34.509,27.332,36.000
1428,34.586,27.510,36.000
1429,34.603,27.617,36.167
1430,34.572,27.433,35.833
1431,34.456,27.487,35.833
1432,34.586,27.464,35.833
1433,34.512,27.503,35.833
1434,34.516,27.567,36.167
1435,34.415,27.463,36.167
1436,34.470,27.507,36.417
1437,34.473,27.482,35.833
1438,34.463,27.645,36.167
1439,34.568,28.084,37.000
1440,34.755,28.164,40.167
1441,34.746,28.305,46.333
1442,34.624,28.164,50.667
1443,34.615,28.097,53.083
1444,34.571,28.058,58.083
1445,34.521,27.929,62.917
1446,34.525,27.890,64.417
1447,34.396,27.820,64.417
1448,34.358,27.868,65.250
1449,34.312,27.737,64.417
1450,34.341,27.779,64.250
1451,34.355,27.891,64.583
1452,34.383,27.808,64.583
1453,34.362,27.932,64.583
1454,34.237,27.745,64.583
1455,34.314,27.858,64.583
1456,34.263,27.836,64.583
1457,34.246,27.836,64.583
1458,34.205,27.774,64.583
1459,34.270,27.783,64.583
1460,34.217,27.789,64.583
1461,34.145,27.896,64.583
1462,34.110,27.798,64.583
1463,34.156,28.014,64.583
1464,34.089,27.927,64.583
1465,34.041,28.033,64.583
1466,33.891,27.985,64.583
1467,33.774,27.970,64.667
1468,33.600,27.936,64.583
1469,33.394,27.910,64.583
1470,33.313,27.848,64.583
1471,33.173,27.931,64.583
1472,33.020,27.822,64.583
1473,32.901,27.719,64.583
1474,32.816,27.947,64.583
1475,33.033,28.049,64.583
1476,32.924,27.990,64.583
1477,32.808,27.917,64.583
1478,32.749,27.965,64.583
1479,32.695,27.917,64.583
1480,32.612,27.889,64.583
1481,32.490,27.742,64.583
1482,32.459,27.825,64.583
1483,32.545,27.811,64.583
1484,32.467,27.806,64.583
1485,32.368,27.665,64.583
1486,32.396,27.738,64.583
1487,32.510,27.746,64.583
1488,32.411,27.755,64.583
1489,32.340,27.643,64.583
1490,32.350,27.618,64.583
1491,32.378,27.588,64.583
1492,32.263,27.562,65.083
1493,32.333,27.571,64.583
1494,32.310,27.590,64.583
1495,32.270,27.498,64.583
1496,32.317,27.565,64.333
1497,32.419,27.625,64.333
1498,32.388,27.564,64.333
1499,32.446,27.661,64.333
1500,32.309,27.559,64.333
1501,32.459,27.600,64.333
1502,32.390,27.635,64.333
1503,32.472,27.549,64.333
1504,32.400,27.633,64.333
1505,32.366,27.657,64.333
1506,32.438,27.579,64.333
1507,32.360,27.507,64.333
1508,32.319,27.542,64.333
1509,32.450,27.556,64.333
1510,32.548,27.597,64.333
1511,32.600,27.634,64.667
1512,32.536,27.589,64.333
1513,32.549,27.678,64.333
1514,32.547,27.651,64.333
1515,32.507,27.572,64.333
1516,32.412,27.490,64.333
1517,32.446,27.509,64.333
1518,32.586,31.974,64.667
1519,32.903,33.235,64.583
1520,32.877,32.573,64.583
1521,32.952,31.676,64.583
1522,32.897,30.926,64.583
1523,32.886,31.329,64.583
1524,33.329,33.629,64.583
1525,33.330,32.715,64.583
1526,33.370,32.225,64.583
1527,33.472,34.035,64.583
1528,33.525,33.039,64.583
1529,33.495,32.207,64.583
1530,33.610,33.926,64.583
1531,33.536,33.172,64.583
1532,33.520,32.288,64.667
1533,33.613,31.553,64.583
1534,33.589,30.812,64.583
1535,33.404,29.993,64.667
1536,33.287,29.488,64.667
1537,33.364,29.018,64.833
1538,33.724,32.945,64.833
1539,33.586,32.641,64.333
1540,33.476,31.828,64.583
1541,33.660,33.380,64.583
1542,33.620,33.089,64.750
1543,33.729,32.309,64.750
1544,33.702,32.382,64.750
1545,33.843,33.333,64.750
1546,33.495,32.345,64.750
1547,33.572,31.625,64.417
1548,33.729,33.233,64.417
1549,33.572,32.382,64.417
1550,33.470,31.562,63.917
1551,33.674,33.280,64.583
1552,33.560,32.482,64.250
1553,33.481,31.524,64.250
1554,33.535,33.099,64.583
1555,33.592,32.598,64.583
1556,33.501,31.620,64.583
1557,33.712,33.177,64.583
1558,33.511,32.559,64.250
1559,33.381,31.632,64.750
1560,33.537,32.388,64.583
1561,33.641,32.730,64.250
1562,33.415,31.832,64.250
1563,33.338,30.886,64.583
1564,33.242,30.120,64.250
1565,33.456,32.627,65.083
1566,33.620,32.089,65.083
1567,33.492,31.215,65.083
1568,33.355,30.323,65.083
1569,33.378,31.642,64.750
1570,33.581,32.253,65.083
1571,33.455,31.315,65.083
1572,33.348,30.654,65.083
1573,33.151,29.810,65.083
1574,33.033,29.140,65.083
1575,33.237,28.767,65.083
1576,33.057,28.222,65.083
1577,33.341,32.145,65.083
1578,33.404,31.650,64.917
1579,33.104,30.648,63.750
1580,33.378,32.138,64.917
1581,33.273,32.303,64.417
1582,33.130,31.211,62.417
1583,32.999,30.439,56.917
1584,32.850,29.587,51.167
1585,32.739,28.942,48.417
1586,32.699,28.470,44.750
1587,32.586,28.174,40.250
1588,32.512,27.737,36.083
1589,32.600,27.697,35.417
1590,32.572,27.493,36.250
1591,32.559,27.239,35.250
1592,32.419,27.222,35.583
1593,32.511,27.218,35.750
1594,32.571,27.123,35.750
1595,32.491,27.108,35.750
1596,32.395,26.882,35.500
1597,32.377,26.983,35.583
1598,32.382,26.998,35.583
1599,32.422,27.013,35.583
1600,32.364,26.929,35.583
1601,32.421,26.892,35.667
1602,32.337,26.924,35.333
1603,32.514,27.055,35.167
1604,32.435,26.976,35.417
1605,32.618,26.975,35.417
1606,32.597,27.019,35.083
1607,32.608,26.966,35.583
1608,32.519,26.878,35.750
1609,32.918,27.016,35.417
1610,33.321,27.222,35.417
1611,33.517,27.309,35.583
1612,33.777,27.467,35.583
1613,33.788,27.464,35.583
1614,33.815,27.440,35.583
1615,33.841,27.372,35.583
1616,33.915,27.507,35.250
1617,33.909,27.446,35.583
1618,33.818,27.383,35.583
1619,33.808,27.381,35.583
1620,33.827,27.407,35.583
1621,33.825,27.434,35.833
1622,33.904,27.464,35.583
1623,33.847,27.401,35.583
1624,33.903,27.506,35.833
1625,33.913,27.461,35.833
1626,33.908,27.501,35.833
1627,33.781,27.354,35.500
1628,33.877,27.409,35.750
1629,33.866,27.332,35.667
1630,33.771,27.336,35.833
1631,33.734,27.226,35.583
1632,33.831,27.368,35.083
1633,33.725,27.247,35.667
1634,33.719,27.304,35.667
1635,33.903,27.507,35.667
1636,33.843,27.424,35.667
1637,33.852,27.469,35.667
1638,33.777,27.427,35.333
1639,33.850,27.525,35.500
1640,33.843,27.422,35.500
1641,33.773,27.454,35.333
1642,33.800,27.507,35.333
1643,33.755,27.444,35.250
1644,33.714,27.471,35.583
1645,33.771,27.496,35.333
1646,33.653,27.478,35.250
1647,33.804,27.507,35.583
1648,33.757,27.591,35.583
1649,33.787,27.568,35.250
1650,33.735,27.524,34.917
1651,33.760,27.500,35.083
1652,33.763,27.630,35.500
1653,33.732,27.568,36.000
1654,33.762,27.560,35.417
1655,33.743,27.563,35.750
1656,33.667,27.531,35.583
1657,33.725,27.531,36.917
1658,33.767,27.653,35.583
1659,33.785,27.696,36.417
1660,33.834,27.686,35.917
1661,33.705,27.599,36.000
1662,33.787,27.679,36.000
1663,33.771,27.705,36.000
1664,33.789,27.816,35.083
1665,33.709,27.667,36.333
1666,33.753,27.788,36.750
1667,33.643,27.736,37.167
1668,33.792,27.982,36.750
1669,33.968,28.090,36.750
1670,34.132,28.263,37.250
1671,34.425,28.363,37.667
1672,34.422,28.242,37.083
1673,34.348,28.236,36.917
1674,34.295,28.119,36.000
1675,34.257,28.107,36.000
1676,34.213,28.112,35.333
1677,34.145,27.935,35.333
1678,34.202,28.027,35.333
1679,34.025,27.825,35.333
1680,33.937,27.756,35.583
1681,33.960,27.829,35.750
1682,34.044,27.882,35.750
1683,33.993,27.853,35.583
1684,33.867,27.636,35.583
1685,34.033,27.739,35.583
1686,34.001,27.757,35.417
1687,33.913,27.785,35.500
1688,33.935,27.710,35.500
1689,33.842,27.825,35.500
1690,33.862,27.695,35.500
1691,33.829,27.770,35.667
1692,33.806,27.658,35.583
1693,33.881,27.723,37.583
1694,33.845,27.697,42.333
1695,33.812,27.688,47.833
1696,33.738,27.678,51.167
1697,33.716,27.712,53.500
1698,33.760,27.632,59.083
1699,33.807,27.708,63.333
1700,33.674,27.648,63.833
1701,33.825,27.677,64.083
1702,33.784,27.764,63.917
1703,33.779,27.669,64.500
1704,33.859,27.719,64.500
1705,33.826,27.718,64.500
1706,33.879,27.769,64.500
1707,33.864,27.663,64.500
1708,33.825,27.782,64.500
1709,33.849,27.811,64.500
1710,33.885,27.760,64.500
1711,33.775,27.611,64.500
1712,33.855,27.810,64.500
1713,33.884,27.671,64.500
1714,33.869,27.690,64.500
1715,33.733,27.719,64.500
1716,33.841,27.801,64.500
1717,33.860,27.879,64.500
1718,33.798,27.914,64.500
1719,33.637,27.770,64.500
1720,33.702,27.814,64.500
1721,33.517,27.750,64.500
1722,33.577,27.831,64.500
1723,33.502,27.750,64.500
1724,33.360,27.620,64.500
1725,33.130,27.565,64.833
1726,32.916,27.592,64.583
1727,33.000,27.615,64.583
1728,32.991,27.568,64.583
1729,32.823,27.535,64.583
1730,32.817,27.152,64.583
1731,32.950,27.501,64.583
1732,32.734,27.400,64.583
1733,32.791,27.338,64.583
1734,32.597,27.277,64.583
1735,32.640,27.331,64.583
1736,32.568,27.256,64.583
1737,32.553,27.349,64.583
1738,32.489,27.203,64.583
1739,32.531,27.345,64.583
1740,32.517,27.352,64.583
1741,32.546,27.352,64.583
1742,32.404,27.228,64.583
1743,32.497,27.203,64.583
1744,32.474,27.293,64.583
1745,32.465,27.291,64.250
1746,32.418,27.231,63.917
1747,32.506,27.271,64.583
1748,32.441,27.295,64.583
1749,32.487,27.121,64.417
1750,32.521,27.309,64.417
1751,32.467,27.173,64.417
1752,32.403,27.306,64.417
1753,32.360,27.154,64.417
1754,32.400,27.250,64.417
1755,32.497,27.202,64.417
1756,32.567,27.256,64.417
1757,32.468,27.279,64.417
1758,32.563,27.336,64.417
1759,32.525,27.318,64.417
1760,32.538,27.338,64.417
1761,32.509,27.155,64.417
1762,32.682,27.292,64.417
1763,32.696,27.305,64.250
1764,32.656,27.351,64.000
1765,32.573,27.224,64.417
1766,32.558,27.228,64.583
1767,32.552,27.250,64.583
1768,32.581,27.086,64.583
1769,32.543,27.158,64.583
1770,32.728,27.267,64.333
1771,32.622,27.149,64.500
1772,32.601,27.215,64.250
1773,32.616,27.148,64.250
1774,32.680,27.260,64.250
1775,32.580,27.161,64.250
1776,32.863,32.698,64.250
1777,33.041,32.909,64.250
1778,33.014,32.082,64.250
1779,33.316,33.956,64.250
1780,33.256,33.573,64.250
1781,33.256,32.575,64.250
1782,33.403,32.746,64.250
1783,33.508,33.741,64.250
1784,33.469,32.842,64.250
1785,33.732,34.080,64.250
1786,33.595,33.256,63.750
1787,33.758,33.621,63.750
1788,33.641,33.672,63.917
1789,33.635,32.891,63.500
1790,33.834,34.057,64.250
1791,33.664,33.082,64.250
1792,33.734,34.121,64.250
1793,33.751,33.577,64.250
1794,33.931,33.993,64.167
1795,33.880,33.716,63.667
1796,33.902,32.900,64.000
1797,33.960,33.961,64.000
1798,33.882,33.463,64.000
1799,33.787,32.370,64.000
1800,33.969,33.640,64.000
1801,33.787,32.902,64.000
1802,33.650,31.977,64.000
1803,33.818,33.064,63.667
1804,33.880,33.117,64.000
1805,33.812,32.289,64.000
1806,33.596,31.368,63.667
1807,33.646,32.324,64.000
1808,33.759,32.974,64.167
1809,33.709,32.244,63.833
1810,33.530,31.306,64.167
1811,33.949,33.197,64.167
1812,33.797,32.530,63.833
1813,33.690,31.636,63.833
1814,33.735,33.177,64.167
1815,33.550,32.353,64.500
1816,33.542,31.683,64.250
1817,33.696,33.207,64.167
1818,33.426,32.264,64.500
1819,33.465,31.610,64.500
1820,33.710,32.986,64.500
1821,33.574,32.243,64.500
1822,33.449,31.449,64.500
1823,33.513,31.372,64.500
1824,33.581,32.740,64.500
1825,33.570,31.913,64.500
1826,33.465,31.337,64.500
1827,33.286,30.518,64.500
1828,33.285,29.943,64.500
1829,33.119,29.579,64.500
1830,33.206,29.886,64.500
1831,33.428,32.087,64.500
1832,33.408,31.477,64.167
1833,33.206,30.679,64.500
1834,33.089,29.930,64.167
1835,33.016,29.456,63.833
1836,33.006,28.996,60.500
1837,32.930,28.655,56.167
1838,33.060,28.650,51.000
1839,33.345,32.002,48.333
1840,33.200,31.294,44.500
1841,33.087,30.484,39.000
1842,33.004,29.775,36.500
1843,33.109,29.374,36.167
1844,32.974,28.863,34.833
1845,32.815,28.379,35.667
1846,32.829,28.105,35.250
1847,32.822,28.028,34.917
1848,32.911,27.882,35.250
1849,32.791,27.547,35.000
1850,32.800,27.467,35.167
1851,32.698,27.451,34.500
1852,32.663,27.299,35.500
1853,32.573,27.170,35.000
1854,32.562,27.223,35.250
1855,32.533,27.164,35.083
1856,32.603,27.081,35.333
1857,32.445,26.984,34.667
1858,32.486,26.944,35.250
1859,32.497,26.905,35.333
1860,32.478,26.849,35.250
1861,32.417,26.760,35.333
1862,32.468,26.755,35.083
1863,32.533,26.779,34.583
1864,32.785,26.770,35.000
1865,33.196,26.955,35.000
1866,33.285,27.163,35.000
1867,33.459,27.125,35.000
1868,33.565,27.015,35.000
1869,33.730,27.204,35.167
1870,33.808,27.143,35.083
1871,33.754,27.172,35.083
1872,33.837,27.180,35.083
1873,33.902,27.114,35.000
1874,33.842,27.133,35.083
1875,33.933,27.204,35.083
1876,33.931,27.153,35.333
1877,34.000,27.172,35.000
1878,33.957,27.140,35.083
1879,34.013,27.192,35.000
1880,33.841,27.122,35.083
1881,34.157,27.276,35.417
1882,34.245,27.258,34.917
1883,34.283,27.191,35.917
1884,34.256,27.273,34.917
1885,34.357,27.254,35.417
1886,34.261,27.169,35.667
1887,34.220,27.165,35.250
1888,34.317,27.252,35.250
1889,34.247,27.270,35.250
1890,34.302,27.257,35.250
1891,34.219,27.212,34.917
1892,34.339,27.285,35.250
1893,34.289,27.286,35.250
1894,34.290,27.230,35.250
1895,34.224,27.261,35.250
1896,34.255,27.275,35.500
1897,34.227,27.269,35.417
1898,34.212,27.205,35.250
1899,34.139,27.232,35.583
1900,34.268,27.417,35.250
1901,34.190,27.490,35.667
1902,34.192,27.445,35.083
1903,34.172,27.360,35.250
1904,34.155,27.421,35.167
1905,34.129,27.487,35.167
1906,34.145,27.490,35.500
1907,34.079,27.461,35.917
1908,34.136,27.576,35.500
1909,34.042,27.543,35.583
1910,34.091,27.513,35.417
1911,34.144,27.708,35.417
1912,34.100,27.704,35.417
1913,34.092,27.734,35.417
1914,34.058,27.823,35.417
1915,34.254,28.075,35.417
1916,34.390,28.043,35.417
1917,34.349,28.093,35.417
